2.224934e+02	2.805950e+02	2.081858e+02	2.357237e+02	2.861764e+02	2.108558e+02	3.004840e+02	2.557270e+02	1.623147e+02	2.103396e+02	2.182897e+02	8.799057e+01	5.487128e+01	
2.484666e+02	3.568865e+02	2.348214e+02	3.139138e+02	3.087868e+02	2.904275e+02	3.224320e+02	3.334001e+02	1.623837e+02	2.366440e+02	2.971706e+02	8.396541e+01	5.297263e+01	
2.750408e+02	4.524964e+02	2.562674e+02	3.981576e+02	3.322454e+02	3.719082e+02	3.510188e+02	4.262470e+02	1.609406e+02	2.606541e+02	3.800329e+02	8.597799e+01	6.433880e+01	
2.999315e+02	5.314680e+02	2.796786e+02	4.711567e+02	3.496188e+02	4.476704e+02	3.698717e+02	5.079816e+02	1.614376e+02	2.848050e+02	4.544136e+02	7.994025e+01	7.031126e+01	
3.163559e+02	6.141009e+02	2.991257e+02	5.607866e+02	3.732686e+02	5.368250e+02	3.904987e+02	5.901394e+02	1.620901e+02	3.027408e+02	5.438058e+02	8.414282e+01	6.331436e+01	
5.165181e+02	7.942566e+00	5.370606e+02	6.904276e+01	4.630952e+02	9.391068e+01	4.425526e+02	3.281049e+01	-1.858317e+01	4.478239e+02	1.537653e+01	8.396541e+01	7.110019e+01	
5.645553e+02	1.185874e+02	5.775768e+02	1.766830e+02	5.036114e+02	1.932616e+02	4.905898e+02	1.351660e+02	-1.263348e+01	4.921006e+02	1.218767e+02	8.396541e+01	6.809563e+01	
6.354198e+02	3.379694e+02	6.717437e+02	4.159761e+02	5.857028e+02	4.560411e+02	5.493789e+02	3.780344e+02	-2.496907e+01	5.625409e+02	3.530019e+02	9.604088e+01	8.800668e+01	
7.969713e+02	5.489817e+02	7.688023e+02	4.895634e+02	8.387426e+02	4.564062e+02	8.669115e+02	5.158244e+02	1.546353e+02	7.778868e+02	4.679848e+02	7.994025e+01	6.941823e+01	
7.664208e+02	4.743002e+02	7.430006e+02	4.316511e+02	8.008654e+02	3.998755e+02	8.242856e+02	4.425245e+02	1.512272e+02	7.497107e+02	4.107633e+02	6.786478e+01	5.264905e+01	
7.091609e+02	3.499384e+02	6.915813e+02	2.990092e+02	7.796347e+02	2.686151e+02	7.972143e+02	3.195442e+02	1.609564e+02	6.953711e+02	2.788122e+02	9.805346e+01	6.092912e+01	
6.832954e+02	2.765542e+02	6.651197e+02	2.287121e+02	7.451228e+02	1.983180e+02	7.632986e+02	2.461600e+02	1.591976e+02	6.692075e+02	2.085150e+02	9.000314e+01	5.784207e+01	
6.518714e+02	1.319256e+02	6.361664e+02	8.874104e+01	7.121444e+02	6.111002e+01	7.278494e+02	1.042946e+02	1.600151e+02	6.390189e+02	6.992553e+01	8.597799e+01	5.318458e+01	
8.818399e+02	2.244030e+02	9.457424e+02	2.050612e+02	9.611696e+02	2.560306e+02	8.972670e+02	2.753723e+02	-1.068398e+02	8.845535e+02	2.097321e+02	7.390252e+01	6.096934e+01	
9.792902e+02	9.777655e+00	9.998916e+02	5.698243e+01	9.280302e+02	8.834453e+01	9.074289e+02	4.113975e+01	-2.357766e+01	9.127296e+02	2.045870e+01	8.186135e+01	5.720478e+01	
1.028149e+03	1.186758e+02	1.051844e+03	1.738316e+02	9.778790e+02	2.056072e+02	9.541839e+02	1.504515e+02	-2.324845e+01	9.610314e+02	1.295636e+02	8.396541e+01	6.515577e+01	
1.055099e+03	1.953176e+02	1.073196e+03	2.463972e+02	9.952056e+02	2.740283e+02	9.771088e+02	2.229487e+02	-1.950856e+01	9.811572e+02	2.041332e+02	8.799057e+01	6.107959e+01	
1.065442e+03	2.586136e+02	1.090168e+03	3.156917e+02	1.020327e+03	3.459467e+02	9.956010e+02	2.888686e+02	-2.342217e+01	1.002964e+03	2.687411e+02	7.984102e+01	6.707814e+01	
1.088087e+03	3.273196e+02	1.108637e+03	3.796531e+02	1.036612e+03	4.079353e+02	1.016062e+03	3.556018e+02	-2.143873e+01	1.021337e+03	3.364607e+02	8.202431e+01	6.233346e+01	
